Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,price,Season
2004,Chikmangaluru,17587,3605.4,39.0,Alluvial,Drip,3472.0,57.0,Coconut,2134,Rabi
2004,Chikmangaluru,17771,3512.4,40.0,Alluvial,Drip,3647.0,55.0,Coconut,45186,Rabi
2004,Chikmangaluru,17825,3512.4,40.0,Alluvial,Drip,393.0,56.0,Coconut,238542,Rabi
2004,Chikmangaluru,3147,3512.4,27.0,Alluvial,Drip,167.0,54.0,Coconut,1516,Rabi
2004,Chikmangaluru,2578,3296.0,27.0,Alluvial,Drip,71.0,58.0,Coconut,200000,Rabi
2004,Chikmangaluru,1591,3296.0,27.0,Alluvial,Drip,52.0,58.0,Coconut,4847,Rabi
2004,Chikmangaluru,1298,3296.0,27.0,Alluvial,Drip,2570.0,59.0,Coconut,51239,Rabi
2004,Chikmangaluru,4,3550.0,27.0,Alluvial,Drip,27170.0,50.0,Ginger,216396,Rabi
2004,Chikmangaluru,1122,3550.0,27.0,Alluvial,Drip,114744.0,54.0,Ginger,2644,Rabi
2004,Chikmangaluru,917,3550.0,27.2,Alluvial,Drip,1402.0,53.0,Ginger,44235,Rabi
2004,Chikmangaluru,819,3654.0,27.2,Alluvial,Basin,23456.0,59.5,Ginger,203317,Rabi
2004,Chikmangaluru,619,3654.0,27.2,Alluvial,Basin,107809.0,55.0,Ginger,2134,Rabi
2004,Chikmangaluru,391,3654.0,27.0,Alluvial,Basin,1132.0,53.0,Ginger,45186,Rabi
2004,Chikmangaluru,211,233.0,27.0,Alluvial,Basin,23960.0,53.5,Cotton,238542,Rabi
2004,Chikmangaluru,153,233.0,27.0,Alluvial,Basin,126487.0,52.5,Cotton,1516,Rabi
2004,Chikmangaluru,111,233.0,27.0,Alluvial,Basin,804.0,56.0,Cotton,57259,Rabi
2004,Hassan,76,234.0,27.0,Alluvial,Basin,30362.0,57.0,Cotton,234779,Rabi
2004,Hassan,53,234.0,27.0,Alluvial,Basin,124492.0,57.5,Ginger,1493,Rabi
2004,Hassan,2688,234.0,27.2,Alluvial,Basin,792.0,57.0,Ginger,64409,Rabi
2004,Hassan,2311,3105.0,27.2,Alluvial,Basin,34153.0,55.0,Ginger,249978,Rabi
2004,Hassan,2188,3105.0,27.2,Alluvial,Basin,2570.0,56.0,Ginger,637,Rabi
2004,Hassan,1998,3105.0,27.1,Alluvial,Basin,27170.0,54.0,Ginger,43311,Rabi
2004,Hassan,2006,236.0,27.1,Alluvial,Drip,114744.0,57.0,Coconut,200000,Rabi
2004,Hassan,2034,2903.1,27.1,Alluvial,Drip,1402.0,57.5,Coconut,4847,Rabi
2004,Hassan,2035,2903.1,26.8,Alluvial,Drip,23456.0,57.0,Coconut,51239,Rabi
2004,Hassan,2074,2903.1,26.8,Alluvial,Drip,107809.0,55.0,Coconut,216396,Rabi
2004,Hassan,2127,2996.6,26.8,Alluvial,Drip,1132.0,56.0,Coconut,2644,Rabi
2004,Hassan,2090,2996.6,37.0,Alluvial,Drip,23960.0,54.0,Coconut,44235,Rabi
2004,Hassan,2059,2996.6,37.0,Alluvial,Drip,126487.0,58.0,Coconut,203317,Rabi
2004,Hassan,2050,3522.8,37.0,Alluvial,Drip,804.0,58.0,Coconut,2134,Rabi
2004,Hassan,1865,3522.8,38.0,Alluvial,Drip,30362.0,59.0,Coconut,45186,Rabi
2004,Hassan,1841,3522.8,38.0,Alluvial,Drip,124492.0,50.0,Coconut,238542,Rabi
2004,Hassan,1799,3729.8,38.0,Alluvial,Drip,792.0,54.0,Coconut,1516,Rabi
2004,Hassan,1468,3729.8,39.0,Alluvial,Drip,34153.0,53.0,Coconut,57259,Rabi
2004,Hassan,568,3729.8,39.0,Alluvial,Drip,132551.0,52.0,Coconut,234779,Rabi
2004,Hassan,407,2746.2,39.0,Alluvial,Drip,338.0,51.0,Coconut,1493,Rabi
2004,Hassan,177,2746.2,40.0,Sandy loam ,Drip,22966.0,57.0,Coconut,64409,Rabi
2004,Hassan,51,2746.2,40.0,Sandy loam ,Drip,131763.0,57.0,Coconut,249978,Rabi
2004,Hassan,173,3360.0,40.0,Sandy loam ,Drip,404.0,60.0,Coconut,637,Rabi
2004,Hassan,201,3360.0,41.0,Sandy loam ,Drip,24184.0,57.0,Coconut,43311,Rabi
2004,Hassan,206,3360.0,41.0,Sandy loam ,Drip,124387.0,57.0,Coconut,24848,Rabi
2004,Hassan,243,3605.4,41.0,Sandy loam ,Drip,343.0,54.0,Coconut,761,Rabi
2004,Hassan,123,3605.4,42.0,Sandy loam ,Drip,23099.0,54.5,Coconut,45608,Rabi
2013,Hassan,82,3605.4,42.0,Sandy loam ,Drip,117825.84,56.6,Coconut,234581,Rabi
2014,Hassan,74,3512.4,42.0,Sandy loam ,Drip,336.0,55.5,Coconut,646,Rabi
2015,Hassan,18,3512.4,43.0,Sandy loam ,Drip,22594.0,58.5,Coconut,43562,Rabi
2016,Hassan,37,3512.4,43.0,Sandy loam ,Drip,116481.07,59.5,Coconut,200000,Rabi
2017,Hassan,35,3296.0,27.0,Sandy loam ,Drip,316.0,55.0,Coconut,4847,Rabi
2018,Hassan,5974,3296.0,27.0,Sandy loam ,Drip,21400.0,53.0,Coconut,51239,Rabi
2004,Hassan,6631,3296.0,27.0,Sandy loam ,Drip,122102.0,53.5,Coconut,216396,Rabi
2005,Hassan,6705,3550.0,27.0,Sandy loam ,Drip,382.0,52.5,Coconut,2644,Rabi
2006,Hassan,5876,3550.0,27.0,Sandy loam ,Drip,19578.0,56.0,Coconut,44235,Rabi
2007,Hassan,326,3550.0,27.0,Sandy loam ,Drip,121037.0,57.0,Coconut,203317,Rabi
2008,Hassan,6470,3654.0,27.2,Sandy loam ,Drip,231.0,57.5,Coconut,2134,Rabi
2009,Hassan,6709,3654.0,27.2,Sandy loam ,Drip,18951.0,57.0,Coconut,45186,Rabi
2010,Hassan,6186,3654.0,27.2,Sandy loam ,Drip,110579.0,55.0,Coconut,238542,Rabi
2011,Hassan,6503,233.0,27.0,Sandy loam ,Drip,221.0,56.0,Coconut,1516,Rabi
2012,Hassan,5220,233.0,27.0,Sandy loam ,Drip,15362.0,54.0,Coconut,57259,Rabi
2013,Hassan,4677,233.0,27.0,Sandy loam ,Drip,120373.0,58.0,Coconut,234779,Rabi
2014,Hassan,4803,234.0,27.0,Sandy loam ,Drip,291.0,58.0,Coconut,1493,Rabi
2015,Hassan,3739,234.0,27.0,Sandy loam ,Drip,17231.0,59.0,Coconut,64409,Rabi
2016,Hassan,3529,234.0,27.0,Sandy loam ,Drip,119359.0,50.0,Coconut,249978,Rabi
2017,Hassan,3649,3105.0,27.2,Sandy loam ,Drip,283.0,54.0,Coconut,637,Rabi
2018,Hassan,1374,3105.0,27.2,Sandy loam ,Drip,17690.0,53.0,Coconut,43311,Rabi
2004,Hassan,1279,3105.0,27.2,Sandy loam ,Drip,7157.0,52.0,Coconut,24848,Rabi
2005,Hassan,13283,236.0,27.1,Sandy loam ,Drip,8700.0,51.0,Coconut,761,Rabi
2006,Hassan,52119,236.0,27.1,Sandy loam ,Basin,41266.0,57.0,Coconut,45608,Rabi
2007,Hassan,725,321.0,27.1,Sandy loam ,Basin,8838.0,57.0,Coconut,234581,Rabi
2008,Hassan,12885,3654.0,26.8,Sandy loam ,Basin,8954.0,60.0,Coconut,646,Rabi
2009,Hassan,51179,323.0,26.8,Sandy loam ,Basin,42915.0,57.0,Coconut,43562,Rabi
2010,Hassan,468,324.0,26.8,Sandy loam ,Basin,9230.0,57.0,Coconut,200000,Rabi
2011,Hassan,11841,3105.0,37.0,Sandy loam ,Basin,44313.0,54.0,Coconut,4847,Rabi
2012,Hassan,50975,326.0,37.0,Sandy loam ,Basin,45820.0,54.5,Coconut,51239,Rabi
2013,Hassan,206,327.0,37.0,Sandy loam ,Basin,49084.0,56.6,Coconut,216396,Rabi
2014,Hassan,10922,328.0,38.0,Sandy loam ,Basin,86311.0,55.5,Coconut,2644,Rabi
2015,Hassan,51390,2903.1,38.0,Sandy loam ,Basin,57642.0,58.5,Coconut,44235,Rabi
2016,Hassan,177,2903.1,38.0,Sandy loam ,Basin,58405.0,59.5,Coconut,203317,Rabi
2017,Hassan,10723,2903.1,39.0,Sandy loam ,Basin,60751.0,55.0,Coconut,2134,Rabi
2018,Hassan,51709,2996.6,39.0,Sandy loam ,Basin,109506.0,53.0,Coconut,45186,Rabi
2004,Hassan,146,2996.6,39.0,Sandy loam ,Basin,114.0,53.5,Coconut,238542,Rabi
2005,Hassan,10910,2996.6,40.0,Sandy loam ,Basin,3.0,52.5,Coconut,1516,Rabi
2006,Hassan,51355,3522.8,40.0,Sandy loam ,Basin,95.0,56.0,Coconut,57259,Rabi
2007,Hassan,160,3522.8,40.0,Sandy loam ,Basin,19.0,57.0,Coconut,234779,Rabi
2008,Hassan,10912,3522.8,41.0,Sandy loam ,Basin,54.0,57.5,Coconut,1493,Rabi
2009,Hassan,51353,3729.8,41.0,Sandy loam ,Basin,13.0,57.0,Coconut,64409,Rabi
2010,Hassan,1279,3729.8,41.0,Sandy loam ,Basin,123.0,55.0,Coconut,249978,Rabi
2011,Hassan,13283,3729.8,42.0,River basins,Basin,19.0,56.0,Coconut,200000,Rabi
2012,Hassan,52119,2746.2,42.0,River basins,Basin,32.0,54.0,Coconut,4847,Rabi
2013,Hassan,725,2746.2,42.0,River basins,Basin,8.0,58.0,Coconut,51239,Rabi
2014,Hassan,12885,2746.2,43.0,River basins,Basin,50.0,58.0,Coconut,216396,Rabi
2015,Hassan,51179,3360.0,27.0,River basins,Basin,10.0,59.0,Coconut,2644,Rabi
2016,Hassan,468,3360.0,27.0,River basins,Basin,29.0,50.0,Coconut,44235,Rabi
2017,Hassan,11841,3360.0,27.0,River basins,Basin,44.0,54.0,Coconut,203317,Rabi
2018,Hassan,50975,3605.4,27.0,River basins,Basin,33.0,53.0,Coconut,2134,Rabi
2004,Hassan,206,3605.4,27.0,River basins,Basin,14.0,52.0,Coconut,45186,Rabi
2005,Hassan,10922,3605.4,27.0,River basins,Basin,56.0,51.0,Coconut,238542,Rabi
2006,Hassan,51390,3512.4,27.2,River basins,Basin,26.0,57.0,Coconut,1516,Rabi
2007,Hassan,177,3512.4,27.2,River basins,Basin,98.0,57.0,Coconut,57259,Rabi
2008,Hassan,10723,3512.4,27.2,River basins,Basin,3.0,60.0,Coconut,234779,Rabi
2009,Hassan,51709,3296.0,27.0,River basins,Basin,58637.0,57.0,Coconut,1493,Rabi
2010,Hassan,146,3296.0,27.0,River basins,Basin,59777.0,57.0,Coconut,64409,Rabi
2011,Hassan,10910,3296.0,27.0,River basins,Basin,60528.0,54.0,Coconut,249978,Rabi
2012,Hassan,51355,3550.0,27.0,River basins,Basin,61126.0,54.5,Coconut,637,Rabi
2013,Hassan,160,3550.0,27.0,River basins,Basin,623687.0,56.6,Coconut,43311,Rabi
2014,Hassan,10912,3550.0,27.0,River basins,Basin,63504.0,55.5,Coconut,24848,Rabi
2015,Hassan,51353,3654.0,27.2,River basins,Basin,63931.0,58.5,Coconut,761,Rabi
2016,Hassan,1279,3654.0,27.2,River basins,Basin,73730.0,59.5,Coconut,45608,Rabi
2017,Hassan,13283,3654.0,27.2,River basins,Basin,118416.0,55.0,Coconut,234581,Rabi
2018,Hassan,52119,233.0,27.1,River basins,Basin,130132.0,53.0,Coconut,646,Rabi
2004,Hassan,725,233.0,27.1,River basins,Spray,154889.0,53.5,Coconut,43562,Rabi
2005,Hassan,12885,233.0,27.1,River basins,Spray,171739.0,52.5,Coconut,200000,Rabi
2006,Hassan,51179,234.0,26.8,River basins,Spray,172475.0,56.0,Coconut,4847,Rabi
2007,Hassan,468,234.0,26.8,River basins,Spray,177939.0,57.0,Coconut,51239,Rabi
2008,Hassan,11841,234.0,26.8,River basins,Spray,313547.0,57.5,Coconut,216396,Rabi
2009,Hassan,50975,3105.0,37.0,River basins,Spray,2783.0,57.0,Coconut,2644,Rabi
2010,Hassan,206,3105.0,37.0,River basins,Spray,1533.0,55.0,Coconut,44235,Rabi
2011,Hassan,10922,3105.0,37.0,Alluvial,Spray,1647.0,56.0,Coconut,203317,Rabi
2012,Hassan,51390,236.0,38.0,Alluvial,Spray,975.0,54.0,Coconut,2134,Rabi
2013,Hassan,177,236.0,38.0,Alluvial,Spray,2.0,58.0,Coconut,45186,Rabi
2014,Hassan,10723,2903.1,38.0,Alluvial,Spray,836.0,58.0,Coconut,238542,Rabi
2015,Hassan,51709,2903.1,39.0,Alluvial,Spray,806.0,59.0,Coconut,1516,Rabi
2016,Mangalore,146,2903.1,39.0,Alluvial,Spray,880.0,50.0,Coconut,57259,Rabi
2017,Mangalore,10910,2996.6,39.0,Alluvial,Spray,770.0,54.0,Coconut,234779,Rabi
2018,Mangalore,51355,2996.6,40.0,Alluvial,Spray,395.0,53.0,Coconut,1493,Rabi
2004,Mangalore,160,2996.6,40.0,Alluvial,Spray,187.0,52.0,Coconut,64409,Rabi
2005,Mangalore,10912,3522.8,40.0,Alluvial,Spray,187.0,51.0,Coconut,249978,Rabi
2006,Mangalore,51353,3522.8,41.0,Alluvial,Spray,121.0,57.0,Coconut,637,Rabi
2007,Mangalore,142,3522.8,41.0,Alluvial,Spray,103.0,57.0,Coconut,43311,Rabi
2008,Mangalore,10505,2903.1,41.0,Alluvial,Spray,71.0,60.0,Coconut,24848,Rabi
2009,Mangalore,51040,2903.1,42.0,Alluvial,Spray,3961.0,57.0,Coconut,761,Rabi
2010,Mangalore,154,2903.1,42.0,Alluvial,Spray,4247.0,57.0,Coconut,45608,Rabi
2011,Mangalore,10318,2996.6,42.0,Alluvial,Spray,3290.0,54.0,Coconut,234581,Rabi
2012,Mangalore,48083,2996.6,43.0,Alluvial,Spray,3138.0,54.5,Coconut,646,Rabi
2013,Mangalore,143,2996.6,43.0,Alluvial,Spray,3423.0,56.6,Coconut,43562,Rabi
2014,Mangalore,9283,3522.8,128.0,Alluvial,Spray,3899.0,55.5,Coconut,200000,Rabi
2015,Mangalore,47200,3522.8,129.0,Alluvial,Spray,4015.0,58.5,Coconut,4847,Rabi
2016,Mangalore,158,3522.8,130.0,Alluvial,Spray,4279.0,59.5,Coconut,51239,Rabi
2017,Mangalore,8982,3729.8,131.0,Alluvial,Spray,4167.0,55.0,Coconut,216396,Rabi
2018,Mangalore,46990,3729.8,132.0,Alluvial,Spray,4479.0,53.0,Coconut,2644,Rabi
2004,Mangalore,103,3729.8,133.0,Alluvial,Spray,3699.0,53.5,Coconut,44235,Rabi
2005,Mangalore,8239,2746.2,134.0,Alluvial,Spray,4904.0,52.5,Coconut,203317,Rabi
2006,Mangalore,44563,2746.2,135.0,Alluvial,Spray,2821.0,56.0,Coconut,2134,Rabi
2007,Mangalore,96,2746.2,136.0,Alluvial,Spray,3472.0,57.0,Coconut,45186,Rabi
2008,Mangalore,6949,3360.0,137.0,Alluvial,Spray,3647.0,57.5,Coconut,238542,Rabi
2009,Mangalore,44663,3360.0,138.0,Alluvial,Spray,393.0,57.0,Coconut,1516,Rabi
2010,Mangalore,110,3360.0,139.0,Alluvial,Spray,167.0,55.0,Coconut,200000,Rabi
2011,Mangalore,6824,3605.4,140.0,Loam,Spray,71.0,56.0,Coconut,4847,Rabi
2012,Mangalore,43013,3605.4,141.0,Loam,Spray,52.0,54.0,Coconut,51239,Rabi
2013,Mangalore,95,3605.4,142.0,Loam,Spray,12.0,58.0,Coconut,216396,Rabi
2014,Mangalore,6441,3512.4,143.0,Loam,Spray,51.0,58.0,Coconut,2644,Rabi
2015,Mangalore,4012,3512.4,144.0,Loam,Spray,61.0,59.0,Coconut,44235,Rabi
2016,Mangalore,4877,3512.4,27.0,Loam,Spray,67.0,50.0,Coconut,203317,Rabi
2017,Mangalore,4930,3296.0,27.0,Loam,Spray,62.0,54.0,Coconut,2134,Rabi
2018,Mangalore,4954,3296.0,27.0,Loam,Drip,32.0,53.0,Cocoa,45186,Rabi
2004,Mangalore,5019,3296.0,27.0,Loam,Drip,22.0,52.0,Cocoa,238542,Rabi
2005,Mangalore,5127,3550.0,27.0,Loam,Drip,25.0,51.0,Cocoa,1516,Rabi
2006,Mangalore,5174,3550.0,27.0,Loam,Drip,4.0,57.0,Cocoa,57259,Rabi
2007,Mangalore,5294,3550.0,27.2,Loam,Drip,9.0,57.0,Cocoa,234779,Rabi
2008,Mangalore,5474,3654.0,27.2,Loam,Drip,12.0,60.0,Cocoa,1493,Rabi
2009,Mangalore,5864,3654.0,27.2,Loam,Drip,2089.0,57.0,Coffee,64409,Rabi
2010,Mangalore,7028,3654.0,27.0,Loam,Drip,2810.0,57.0,Coffee,249978,Rabi
2011,Mangalore,7403,233.0,27.0,Loam,Drip,841.0,54.0,Coffee,637,Rabi
2012,Mangalore,7501,233.0,27.0,Loam,Drip,3550.0,54.5,Coffee,43311,Rabi
2013,Mangalore,7714,233.0,27.0,Loam,Drip,109.0,56.6,Coffee,24848,Rabi
2014,Mangalore,7856,234.0,27.0,Loam,Drip,3368.0,55.5,Coffee,761,Rabi
2015,Mangalore,32,234.0,27.0,Loam,Drip,3671.0,58.5,Coffee,45608,Rabi
2016,Mangalore,1,234.0,27.2,Loam,Drip,2404.0,59.5,Coffee,234581,Rabi
2017,Mangalore,30,3105.0,27.2,Loam,Drip,2805.0,55.0,Coffee,646,Rabi
2018,Mangalore,6,3105.0,27.2,Loam,Drip,2331.0,53.0,Coffee,43562,Rabi
2004,Mangalore,15,3105.0,27.1,Loam,Drip,2088.0,53.5,Coffee,200000,Rabi
2005,Mangalore,4,236.0,27.1,Loam,Drip,2628.0,52.5,Coffee,4847,Rabi
2006,Mangalore,39,236.0,27.1,Loam,Drip,1939.0,56.0,Coffee,51239,Rabi
2007,Mangalore,6,2903.1,26.8,Loam,Drip,1871.0,57.0,Coffee,216396,Rabi
2008,Mangalore,12,2903.1,26.8,Loam,Drip,1868.0,57.5,Coffee,2644,Rabi
2009,Mangalore,3,2903.1,26.8,Loam,Drip,127919.0,57.0,Cardamum,44235,Rabi
2010,Mangalore,17,2996.6,37.0,Sandy loam ,Drip,75340.0,55.0,Cardamum,203317,Rabi
2011,Mangalore,3,2996.6,37.0,Sandy loam ,Drip,29170.0,56.0,Cardamum,2134,Rabi
2012,Mangalore,9,2996.6,37.0,Sandy loam ,Drip,1901.0,54.0,Cardamum,45186,Rabi
2013,Mangalore,21,3522.8,38.0,Sandy loam ,Drip,972.0,58.0,Cardamum,238542,Rabi
2014,Mangalore,11,3522.8,38.0,Sandy loam ,Drip,874.0,58.0,Cardamum,1516,Rabi
2015,Mangalore,4,3522.8,38.0,Clay loam,Drip,592.0,59.0,Cardamum,57259,Rabi
2016,Mangalore,15,2903.1,39.0,Clay loam,Drip,864.0,50.0,Cardamum,234779,Rabi
2017,Mangalore,8,2903.1,39.0,Clay loam,Drip,5373.0,54.0,Cardamum,1493,Rabi
2018,Mangalore,29,2903.1,39.0,Clay loam,Drip,6589.0,53.0,Cardamum,64409,Rabi
2004,Mangalore,1,2996.6,40.0,Clay loam,Drip,5107.0,52.0,Cardamum,249978,Rabi
2005,Mangalore,13736,2996.6,40.0,Clay loam,Drip,5518.0,51.0,Cardamum,637,Rabi
2006,Mangalore,14003,2996.6,40.0,Laterite,Drip,4912.0,57.0,Cardamum,43311,Rabi
2007,Mangalore,14179,3522.8,41.0,Laterite,Drip,3830.0,57.0,Cardamum,24848,Rabi
2008,Mangalore,14319,3522.8,41.0,Laterite,Drip,4.0,60.0,Cardamum,761,Rabi
2009,Mangalore,14464,3522.8,41.0,Laterite,Drip,9.0,57.0,Pepper,45608,Rabi
2010,Mangalore,14876,3729.8,42.0,Laterite,Drip,12.0,57.0,Pepper,234581,Rabi
2011,Mangalore,14976,3729.8,42.0,Laterite,Drip,2089.0,54.0,Pepper,646,Rabi
2012,Mangalore,15009,3729.8,42.0,Laterite,Drip,2810.0,54.5,Pepper,43562,Rabi
2013,Mangalore,15114,2746.2,43.0,Laterite,Drip,841.0,56.6,Pepper,200000,Rabi
2014,Mangalore,16224,2746.2,43.0,Laterite,Drip,3550.0,55.5,Pepper,4847,Rabi
2015,Mangalore,17095,2746.2,27.0,Laterite,Drip,109.0,58.5,Pepper,51239,Rabi
2016,Mangalore,17512,3360.0,27.0,Laterite,Drip,3368.0,59.5,Pepper,216396,Rabi
2017,Mangalore,17587,3360.0,27.0,Laterite,Basin,3671.0,55.0,Pepper,2644,Rabi
2018,Mangalore,17771,3360.0,27.0,Laterite,Basin,2404.0,53.0,Pepper,44235,Rabi
2004,Mangalore,17825,3605.4,27.0,Laterite,Basin,2805.0,53.5,Pepper,203317,Rabi
2005,Mangalore,3147,3605.4,27.0,Laterite,Basin,2331.0,52.5,Pepper,2134,Rabi
2006,Mangalore,2578,3605.4,27.2,Laterite,Basin,2088.0,56.0,Pepper,45186,Rabi
2007,Mangalore,1591,3512.4,27.2,Laterite,Basin,2628.0,57.0,Pepper,238542,Rabi
2008,Mangalore,1298,3512.4,27.2,Laterite,Basin,1939.0,57.5,Pepper,1516,Rabi
2009,Kodagu,4,3512.4,27.0,Laterite,Basin,1871.0,57.0,Arecanut,200000,Rabi
2010,Kodagu,1122,3296.0,27.0,Laterite,Basin,1868.0,55.0,Arecanut,4847,Rabi
2011,Kodagu,917,3296.0,27.0,Laterite,Basin,127919.0,56.0,Arecanut,51239,Rabi
2012,Kodagu,819,3296.0,27.0,Laterite,Basin,75340.0,54.0,Arecanut,216396,Rabi
2013,Kodagu,619,3550.0,27.0,Laterite,Basin,29170.0,58.0,Arecanut,2644,Rabi
2014,Kodagu,391,3550.0,27.0,Laterite,Basin,1901.0,58.0,Arecanut,44235,Rabi
2015,Kodagu,211,3550.0,27.2,Laterite,Basin,972.0,59.0,Arecanut,203317,Rabi
2016,Kodagu,153,3654.0,27.2,Laterite,Basin,874.0,50.0,Arecanut,2134,Rabi
2017,Kodagu,111,3654.0,27.2,Laterite,Basin,592.0,54.0,Arecanut,45186,Rabi
2018,Kodagu,76,3654.0,27.1,Laterite,Basin,864.0,53.0,Arecanut,238542,Rabi
2019,Kodagu,53,233.0,27.1,Laterite,Basin,5373.0,52.0,Arecanut,1516,Rabi
2004,Kodagu,2688,233.0,27.1,Laterite,Basin,6589.0,51.0,Arecanut,57259,Rabi
2005,Kodagu,2311,233.0,26.8,Laterite,Basin,5107.0,57.0,Arecanut,234779,Rabi
2006,Kodagu,2188,234.0,26.8,Laterite,Basin,5518.0,57.0,Arecanut,1493,Rabi
2007,Kodagu,1998,234.0,26.8,Laterite,Basin,4912.0,60.0,Arecanut,64409,Rabi
2008,Kodagu,2006,234.0,37.0,Laterite,Basin,3830.0,57.0,Ginger,249978,Rabi
2009,Kodagu,2034,3105.0,37.0,Laterite,Basin,4.0,57.0,Ginger,637,Rabi
2010,Kodagu,2035,3105.0,37.0,Laterite,Basin,9.0,54.0,Ginger,43311,Rabi
2011,Kodagu,2074,3105.0,38.0,Laterite,Basin,12.0,54.5,Ginger,24848,Rabi
2012,Kodagu,2127,236.0,38.0,Laterite,Basin,2089.0,56.6,Ginger,761,Rabi
2013,Mysuru,2090,236.0,38.0,Laterite,Basin,2810.0,55.5,Ginger,45608,Rabi
2014,Mysuru,2059,2903.1,39.0,Laterite,Basin,841.0,58.5,Ginger,234581,Rabi
2015,Mysuru,2050,2903.1,39.0,Laterite,Basin,3550.0,59.5,Ginger,646,Rabi
2016,Mysuru,1865,2903.1,39.0,Laterite,Basin,109.0,55.0,Ginger,43562,Rabi
2017,Mysuru,1841,2996.6,40.0,Laterite,Basin,3368.0,53.0,Ginger,200000,Rabi
2018,Mysuru,1799,2996.6,40.0,Laterite,Basin,3671.0,53.5,Ginger,4847,Rabi
2012,Mysuru,1468,2996.6,40.0,Laterite,Basin,2404.0,52.5,Ginger,51239,Rabi
2013,Mysuru,568,3522.8,41.0,Laterite,Basin,2805.0,56.0,Ginger,216396,Rabi
2014,Mysuru,407,3522.8,41.0,Laterite,Basin,2331.0,57.0,Ginger,2644,Rabi
2015,Mysuru,177,3522.8,41.0,Laterite,Basin,2088.0,57.5,Ginger,44235,Rabi
2016,Mysuru,51,2903.1,42.0,Laterite,Basin,2628.0,57.0,Tea,203317,Rabi
2017,Mysuru,173,2903.1,42.0,Sandy loam ,Basin,1939.0,55.0,Tea,2134,Rabi
2018,Mysuru,201,2903.1,42.0,Sandy loam ,Basin,1871.0,56.0,Tea,45186,Rabi
2019,Mysuru,206,2996.6,43.0,Sandy loam ,Basin,1868.0,54.0,Tea,238542,Rabi
2004,Mysuru,243,2996.6,27.0,Sandy loam ,Basin,127919.0,58.0,Tea,1516,Rabi
2005,Mysuru,123,2996.6,27.0,Sandy loam ,Basin,75340.0,58.0,Tea,57259,Rabi
2006,Mysuru,82,3522.8,27.0,Sandy loam ,Spray,29170.0,59.0,Tea,234779,Rabi
2007,Mysuru,74,3522.8,27.0,Sandy loam ,Spray,1901.0,50.0,Tea,1493,Rabi
2008,Mysuru,18,3522.8,27.0,Sandy loam ,Spray,972.0,54.0,Tea,64409,Rabi
2009,Kasaragodu,37,3729.8,27.0,Sandy loam ,Spray,874.0,53.0,Tea,249978,Rabi
2010,Kasaragodu,35,3729.8,27.2,Sandy loam ,Spray,592.0,52.0,Tea,637,Rabi
2011,Kasaragodu,5974,3729.8,27.2,Sandy loam ,Spray,864.0,51.0,Tea,43311,Rabi
2012,Kasaragodu,6631,2746.2,27.2,Sandy loam ,Spray,5373.0,57.0,Tea,24848,Rabi
2013,Kasaragodu,6705,2746.2,27.0,Sandy loam ,Spray,6589.0,57.0,Tea,761,Rabi
2014,Kasaragodu,5876,2746.2,27.0,Sandy loam ,Spray,5107.0,60.0,Tea,45608,Rabi
2015,Kasaragodu,326,3360.0,27.0,Sandy loam ,Spray,5518.0,57.0,Paddy,234581,Rabi
2016,Kasaragodu,6470,3360.0,27.0,Sandy loam ,Spray,4912.0,57.0,Paddy,646,Rabi
2017,Kasaragodu,6709,3360.0,27.0,Sandy loam ,Spray,3830.0,54.0,Paddy,43562,Rabi
2018,Kasaragodu,6186,3605.4,27.0,Sandy loam ,Spray,313547.0,54.5,Paddy,200000,Rabi
2011,Kasaragodu,6503,3605.4,27.2,Sandy loam ,Spray,2783.0,56.6,Paddy,4847,Rabi
2012,Kasaragodu,5220,2903.1,27.2,Sandy loam ,Spray,1533.0,55.5,Paddy,51239,Rabi
2013,Kasaragodu,4677,2903.1,27.2,Sandy loam ,Spray,1647.0,58.5,Paddy,216396,Rabi
2014,Kasaragodu,4803,2903.1,27.1,Sandy loam ,Spray,975.0,59.5,Paddy,2644,Rabi
2015,Kasaragodu,3739,2996.6,27.1,Sandy loam ,Spray,2.0,55.0,Paddy,44235,Rabi
2016,Kasaragodu,3529,2996.6,27.1,Sandy loam ,Spray,836.0,53.0,Paddy,203317,Rabi
2017,Kasaragodu,3649,2996.6,26.8,Sandy loam ,Spray,806.0,53.5,Paddy,2134,Rabi
2018,Kasaragodu,1374,3522.8,26.8,Sandy loam ,Spray,880.0,52.5,Paddy,45186,Rabi
2004,Kasaragodu,933,3522.8,26.8,Sandy loam ,Spray,770.0,56.0,Paddy,238542,Rabi
2005,Kasaragodu,345,3522.8,37.0,Sandy loam ,Spray,395.0,57.0,Paddy,1516,Rabi
2006,Kasaragodu,29,3729.8,37.0,Sandy loam ,Spray,187.0,57.5,Paddy,200000,Rabi
2007,Kasaragodu,11,2903.1,37.0,Sandy loam ,Spray,187.0,57.0,Groundnut,4847,Rabi
2008,Kasaragodu,10,2903.1,38.0,Sandy loam ,Spray,121.0,55.0,Groundnut,51239,Rabi
2009,Kasaragodu,7,2903.1,38.0,Sandy loam ,Spray,103.0,56.0,Groundnut,216396,Rabi
